Freq[Hz]     dBSPL  Phase[Deg]
3417.19     91.536    -6.983
3466.89     91.647    -7.600
3517.32     91.745    -8.342
3568.48     91.830    -9.192
3620.39     91.906   -10.146
3673.05     91.962   -11.184
3726.47     91.970   -12.234
3780.67     91.942   -13.225
3835.67     91.877   -14.096
3891.46     91.786   -14.763
3948.06     91.712   -15.216
4005.49     91.664   -15.534
4063.75     91.647   -15.782
4122.86     91.660   -16.026
4182.82     91.695   -16.342
4243.66     91.735   -16.768
4305.39     91.771   -17.284
4368.01     91.805   -17.873
4431.55     91.827   -18.532
4496.01     91.846   -19.262
4561.40     91.874   -20.087
4627.75     91.889   -21.001
4695.06     91.876   -21.961
4763.35     91.819   -22.914
4832.64     91.711   -23.766
4902.93     91.589   -24.445
4974.24     91.469   -24.942
5046.60     91.357   -25.259
5120.00     91.263   -25.435
5194.47     91.181   -25.513
5270.03     91.105   -25.491
5346.68     91.053   -25.388
5424.45     91.019   -25.239
5503.35     91.014   -25.083
5583.40     91.045   -24.989
5664.61     91.095   -25.002
5747.01     91.161   -25.155
5830.60     91.212   -25.438
5915.41     91.247   -25.800
6001.45     91.264   -26.190
6088.74     91.264   -26.545
6177.30     91.252   -26.800
6267.15     91.233   -26.919
6358.31     91.245   -26.940
6450.80     91.295   -26.945
6544.62     91.394   -27.014
6639.82     91.533   -27.254
6736.40     91.668   -27.711
6834.38     91.787   -28.351
6933.79     91.890   -29.134
7034.64     91.974   -30.011
7136.96     92.037   -30.916
7240.77     92.081   -31.802
7346.09     92.109   -32.636
7452.94     92.138   -33.416
7561.35     92.193   -34.183
7671.33     92.277   -35.009
7782.91     92.377   -35.951
7896.12     92.476   -37.053
8010.97     92.561   -38.317
8127.49     92.614   -39.689
8245.71     92.638   -41.095
8365.65     92.624   -42.478
8487.33     92.593   -43.797
8610.78     92.557   -45.036
8736.03     92.521   -46.186
8863.09     92.483   -47.248
8992.01     92.448   -48.250
9122.80     92.413   -49.192
9255.50     92.391   -50.067
9390.12     92.385   -50.901
9526.70     92.400   -51.747
9665.27     92.441   -52.661
9805.86     92.509   -53.694
9948.49     92.599   -54.903
10093.2     92.686   -56.321
10240.0     92.751   -57.917
10388.9     92.795   -59.657
10540.1     92.813   -61.524
10693.4     92.815   -63.498
10848.9     92.807   -65.577
11006.7     92.768   -67.737
11166.8     92.671   -69.897
11329.2     92.507   -71.950
11494.0     92.281   -73.786
11661.2     92.030   -75.314
11830.8     91.792   -76.517
12002.9     91.602   -77.474
12177.5     91.459   -78.306
12354.6     91.353   -79.115
12534.3     91.271   -79.974
12716.6     91.192   -80.905
12901.6     91.109   -81.883
13089.2     91.025   -82.880
13279.6     90.938   -83.866
13472.8     90.854   -84.815
13668.8     90.774   -85.710
13867.6     90.707   -86.551
14069.3     90.672   -87.387
14273.9     90.684   -88.315
14481.5     90.749   -89.450
14692.2     90.850   -90.903
14905.9     90.954   -92.722
15122.7     91.018   -94.872
15342.7     91.011   -97.234
15565.8     90.937   -99.681
15792.2     90.809  -102.112
16021.9     90.639  -104.431
16255.0     90.468  -106.614
16491.4     90.299  -108.709
16731.3     90.122  -110.729
16974.7     89.942  -112.672
17221.6     89.757  -114.578
17472.1     89.562  -116.448
17726.2     89.371  -118.271
17984.0     89.197  -120.078
18245.6     89.019  -121.895
18511.0     88.833  -123.705
18780.2     88.649  -125.526
19053.4     88.467  -127.372
19330.5     88.291  -129.249
19611.7     88.128  -131.172
19897.0     87.952  -133.145
20186.4     87.768  -135.157
20480.0     87.582  -137.218
20777.9     87.419  -139.377
21080.1     87.286  -141.719
21386.7     87.184  -144.365
21697.8     87.097  -147.427
22013.4     86.980  -150.944
22333.6     86.795  -154.860
22658.4     86.498  -159.058
22988.0     86.068  -163.406
23322.4     85.525  -167.826
23661.6     84.895  -172.225
24005.8     84.215  -176.614
24355.0     83.428   179.151
24709.2     82.442   175.270
25068.6     81.232   172.030
25433.2     79.681   170.010
25803.2     77.912   170.103
26178.5     76.097   173.161
26559.3     74.509   179.526
26945.6     73.554  -172.131
27337.5     73.392  -164.502
27735.2     73.665  -159.491
28138.6     73.735  -155.969
28547.9     73.305  -152.086
28963.1     72.995  -145.882
29384.4     73.188  -139.219
29811.8     73.670  -133.732
30245.4     74.515  -130.598
30685.3     75.001  -130.329
31131.7     75.155  -131.354
31584.5     75.284  -132.334
32043.9     75.425  -133.202
32510.0     75.601  -133.880
32982.8     75.792  -134.709
33462.6     75.982  -135.797
33949.3     76.171  -137.235
34443.1     76.360  -139.100
34944.1     76.541  -141.442
35452.4     76.663  -144.197
35968.0     76.656  -147.193
36491.2     76.513  -150.259
37022.0     76.226  -153.202
37560.5     75.858  -155.820
38106.8     75.482  -157.901
38661.1     75.118  -159.530
39223.4     74.838  -160.634
39793.9     74.645  -161.416
